기준_년분기_코드,자치구_코드,총_유동인구_수,월_평균_소득_금액,지출_총금액,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,점포_수,폐업_점포_수,공시지가
20234,11200,74398165,3734499,88248702000.0,100,53,1693,19539,421,4809351
20234,11170,63716168,3971498,250000000000.0,108,56,1504,19216,458,6749489
20234,11140,60590175,3513603,2720000000000.0,121,62,2071,38857,749,9891239
20234,11110,68732339,3725859,220000000000.0,126,61,2058,23863,518,5920540
20233,11740,106643794,3292857,153000000000.0,96,48,2063,22763,744,4084605
20233,11710,120476997,3995905,197000000000.0,101,49,2810,41271,1258,5933125
20233,11680,145280452,4943841,2550000000000.0,95,48,4084,60310,1696,11681749
20233,11650,96511523,4912401,571000000000.0,108,53,2779,39574,960,7067357
20233,11620,128048887,2771927,117000000000.0,94,49,2255,20560,690,3962450
20233,11590,81663332,3454170,180000000000.0,106,55,1934,15915,493,4230619
20233,11560,108538800,3604887,216000000000.0,104,51,2400,28277,886,4415996
20233,11545,36612906,2632285,69932855000.0,97,50,1320,18388,491,2913506
20233,11530,79531085,2994059,1390000000000.0,106,50,2192,24160,689,2889484
20233,11500,113105133,3160623,210000000000.0,85,48,2714,29691,1063,2814701
20233,11470,77265756,3796034,109000000000.0,99,49,1762,19189,611,3379104
20233,11440,114208917,3832436,1070000000000.0,85,48,2232,30363,1044,6119988
20233,11410,93385346,3417706,109000000000.0,100,52,1909,14525,477,3755550
20233,11380,98440429,2912739,89028461000.0,95,50,2144,19331,669,3162188
20233,11350,95091503,3195375,121000000000.0,95,50,2586,19558,623,2548603
20233,11320,62935824,2785111,49527601000.0,101,49,1432,11807,357,2353941
20233,11305,95208377,2547460,59835477000.0,98,47,1843,13502,452,2621864
20233,11290,117624977,3281773,80770253000.0,98,52,2380,17837,567,3168400
20233,11260,96677469,2598785,66346705000.0,97,48,1840,17001,594,2963517
20233,11230,103704520,3030256,90241899000.0,111,53,1987,20670,568,3750023
20233,11215,91012372,3192971,96890565000.0,97,50,1602,19398,659,4364133
20233,11200,72712899,3734499,85286629000.0,99,53,1693,19398,532,4809351
20233,11170,63238612,3971498,256000000000.0,107,56,1504,19163,479,6749489
20233,11140,58458194,3513603,2510000000000.0,119,61,2071,38959,973,9891239
20233,11110,66318125,3725859,320000000000.0,124,61,2058,23856,559,5920540
20232,11740,106595818,3292857,160000000000.0,96,48,2063,22527,734,4084605
20232,11710,120744535,3995905,201000000000.0,101,49,2810,41085,1198,5933125
20232,11680,144340910,4943841,2610000000000.0,94,48,4084,59965,1585,11681749
20232,11650,97423941,4912401,622000000000.0,108,53,2779,39260,885,7067357
20232,11620,129493663,2771927,118000000000.0,94,49,2255,20398,691,3962450
20232,11590,83988363,3454170,181000000000.0,106,54,1934,15827,513,4230619
20232,11560,108158325,3604887,217000000000.0,103,51,2400,28125,859,4415996
20232,11545,37217378,2632285,77202759000.0,98,50,1320,18034,517,2913506
20232,11530,79078197,2994059,1370000000000.0,105,50,2192,24127,698,2889484
20232,11500,112643302,3160623,197000000000.0,84,48,2714,29446,1058,2814701
20232,11470,76633616,3796034,107000000000.0,98,49,1762,19124,654,3379104
20232,11440,115686675,3832436,1050000000000.0,85,48,2232,30113,952,6119988
20232,11410,94482662,3417706,116000000000.0,100,52,1909,14469,458,3755550
20232,11380,98028049,2912739,90440858000.0,94,50,2144,19310,675,3162188
20232,11350,94876839,3195375,126000000000.0,95,49,2586,19408,605,2548603
20232,11320,63347601,2785111,50312566000.0,100,49,1432,11762,393,2353941
20232,11305,95336386,2547460,61629372000.0,98,47,1843,13438,476,2621864
20232,11290,120785905,3281773,84121681000.0,97,52,2380,17796,590,3168400
